#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
7317	3806	6755	5876	6746
731779	0	0	0	0
731789	0	0	0	0
7318	462	1251	699	1067
7319	1092	1573	1249	1350
731932	1	0	0	1
732	0	0	0	0
7320	1125	1210	1289	1353
7321	407	550	522	612
7322	977	1102	1084	1121
732253	0	0	0	0
732265	0	0	0	0
732275	0	0	0	0
7323	3427	5056	4476	4524
7324	921	1895	1151	1706
7325	676	1042	461	647
7326	667	995	820	890
7327	846	1349	1172	1142
7328	2056	3537	2321	2545
7329	1100	1786	1430	1690
733	1	8	8	10
7332	965	1658	1360	1308
7334	598	905	898	903
7335	9	16	13	18
7336	451	634	530	582
7337	972	1517	1256	1313
734	297	423	327	322
7341	1040	1641	1196	1561
7342	957	1354	1296	1222
7343	1398	2679	2147	2357
7345	3064	5953	4790	5796
7347	167	390	286	329
7348	0	0	0	0
7349	7	11	13	11
735	3	3	5	0
7350	0	0	0	0
7351	39	71	17	40
7352	10	8	10	12
7353	425	683	740	667
735301	16	28	25	42
7355	249	376	323	342
7356	0	0	0	0
7357	440	778	549	447
7358	1472	2046	1799	1470
7360	2882	2791	4068	2152
7363	0	0	0	0
7364	0	0	0	0
7365	0	0	0	0
7366	0	0	0	0
7367	0	0	0	0
7368	0	0	2	1
7369	0	0	0	0
7371	196	372	306	274
7372	211	368	329	366
7373	2999	7252	3197	10459
7374	181	390	250	322
7375	1148	1594	1066	1293
7376	1072	1664	1738	1580
7378	17	82	43	148
7379	1	1	1	1
738	748	1419	1631	1714
7380	0	0	0	0
7381	1426	2765	2015	2385
7384	1319	1648	1767	1636
7385	1102	2089	1480	1714
7386	449	683	656	613
7388	728	1258	1182	1251
7389	785	1717	885	1107
7390	481	924	537	683
7391	301	656	528	597
7392	670	1413	1114	1232
7398	385	592	496	615
7399	2	3	0	4
740	379	1014	559	942
7401	0	0	0	0
7402	2952	4699	2855	3131
7403	221	503	293	367
7404	166	348	216	329
7405	323	529	373	434
7407	0	1	2	0
7408	642	927	1086	816
7409	0	0	0	0
741	47	82	78	81
7410	347	693	498	608
7411	443	627	462	533
7412	55	1191	63	914
7414	15509	17173	16336	11397
7415	3830	6761	5288	6097
7416	1618	2708	2353	2344
7417	1000	1174	1455	1160
7419	786	1364	1021	1051
7421	509	1348	757	1075
7422	438	2683	969	2730
7423	1149	2155	1548	1697
7424	661	1519	934	1475
7425	0	1	13	0
7428	411	705	515	632
7429	0	1	0	0
7430	1218	2352	1578	1430
7431	56193	116320	62270	96133
7432	0	0	0	0
7433	0	0	1	0
7434	10	3	8	2
7436	900	2758	917	1350
7439	83	292	101	194
744	1	12	11	15
7441	0	0	0	0
7442	82	149	132	118
7443	51	84	91	76
7444	141	219	180	165
7447	0	1	0	0
7448	10	32	7	8
745	10	14	19	19
7450	3	30	9	18
7453	1285	5146	1538	3817
7454	0	10	5	6
7455	0	1	0	0
7456	1132	1651	1469	1350
7458	2715	4955	4003	4575
746	478	834	768	936
7461	943	2179	1360	2054
7462	9	6	5	9
7464	9	17	8	4
7465	2588	2624	2021	1634
7466	1455	2036	1977	1565
7468	495	1115	662	970
7469	231	433	321	397
747	56	232	80	163
7471	0	0	0	0
7472	107	1581	48	565
7473	15	24	20	24
7474	1810	5270	2478	4178
7475	0	0	0	0
7476	0	0	0	0
7477	0	0	0	0
7478	0	0	0	0
7479	1	2	0	1
7480	0	7	0	1
7481	2	11	3	4
7482	62	131	94	79
7483	19	52	35	40
7484	0	0	0	0
7485	622	803	713	724
7486	226	331	303	336
7490	0	0	0	0
7494	604	1442	1126	1217
7498	31	25	20	11
7499	702	1085	790	1049
750	0	5	1	3
7503	0	2	2	0
7504	0	1	0	1
7507	157	259	144	189
7508	1012	2761	1369	2308
751071	22	53	35	47
7511	704	1201	974	1041
7512	301	476	407	394
7514	1555	3012	2281	2654
7515	290	555	428	579
7516	8	12	9	13
7517	147	185	173	156
7518	79	129	83	96
751816	1	0	0	0
752	158	416	311	386
7520	3516	5672	4607	4920
752014	45	97	107	201
7525	790	1476	906	1231
7528	762	1293	1110	1354
7529	3723	5919	5023	5178
753	1	1	0	3
7531	4983	7878	6000	6007
7532	2099	3052	3039	3229
7533	966	1822	1412	1461
7534	6747	9989	8867	9161
7535	1	2	0	0
7536	1785	2833	2202	2387
7538	1103	1470	1774	1701
7539	26	58	26	66
754	5763	7834	5194	5602
7541	168	347	200	278
7542	269	519	417	513
7543	446	755	573	663
7544	304	380	347	384
7545	0	0	0	0
7546	0	0	0	0
7547	0	0	0	0
7549	100	154	97	137
755	275	633	437	528
7551	222	544	295	493
7552	10	11	19	37
7553	150	302	179	215
7554	64	141	78	91
7555	2860	3744	3393	3484
7556	107	248	115	188
7559	436	825	561	640
7561	61	132	51	80
7562	65	103	95	87
7564	81	184	97	169
7565	59	130	73	106
7566	142	194	132	187
7567	38	95	40	68
7568	62	116	57	77
7569	102	186	124	138
757	538	667	781	842
7570	223	223	173	170
7571	291	494	312	354
7572	712	1178	861	1043
7574	1	6	1	2
7576	123	214	106	123
7579	70	170	85	140
758	0	0	0	0
7580	238	445	357	448
7581	395	755	454	447
7582	195	467	190	239
7584	79	128	94	106
7586	898	2548	1144	1898
7587	573	915	715	728
7589	66	109	79	98
759	0	0	0	0
7592	137	295	160	240
7593	126	304	208	296
7594	102	252	135	194
7596	136	342	177	319
7597	52	107	79	81
760	0	0	2	0
761	0	0	0	1
762	0	0	0	0
7620	39	55	42	61
7621	53	123	70	133
7625	53	149	103	209
7626	182	343	278	326
7627	130	259	150	181
7629	250	473	322	359
763	0	0	0	0
7633	62	195	89	170
7634	0	0	0	0
7637	4	7	2	9
7638	20	65	36	60
7639	19	60	28	45
7643	10	22	10	11
7644	131	303	153	211
765	0	0	0	0
7652	0	0	0	0
766	0	3	0	2
767	0	0	0	0
7673	46	90	31	68
7675	31	46	40	58
767557	0	1	2	0
767558	0	0	0	0
767561	1	2	0	1
767562	1	0	1	1
767563	0	4	5	5
767564	2	3	3	0
767565	0	0	0	0
767566	0	0	0	0
767567	0	0	0	0
767569	0	0	1	0
767577	0	0	0	2
767578	0	0	0	0
767579	0	1	0	0
767580	0	0	0	0
767581	0	0	0	0
767582	0	0	0	0
767583	1	0	0	1
767584	0	1	0	0
767585	0	0	0	0
767588	2	2	2	6
767589	0	0	0	0
767590	0	0	0	0
767591	0	0	0	1
767592	0	2	1	0
767593	0	0	0	0
767594	0	0	0	0
767595	0	1	1	0
767596	0	0	0	0
767597	0	0	0	0
767598	0	0	0	0
767599	0	0	0	0
767600	0	0	0	0
767603	0	0	0	0
767604	0	0	0	0
767605	0	1	0	0
767606	0	0	0	1
767608	0	0	0	0
767609	0	0	0	0
767610	0	0	0	0
767611	0	0	0	0
767612	0	0	0	0
7678	19	18	12	18
767811	0	1	1	0
767846	14	47	44	92
768	11	36	7	24
768096	1	5	6	4
768097	0	1	1	0
7681	4	2	2	8
768206	13	30	14	27
768211	375	239	426	256
768212	0	0	2	0
768213	0	0	0	0
768214	0	0	0	0
768215	0	0	0	0
768216	0	0	0	0
768217	0	0	0	0
768218	0	0	0	0
768219	0	0	0	0
768220	0	0	0	0
768222	2	10	5	27
768239	0	0	0	0
7690	216	372	314	365
7691	102	216	97	156
7692	160	318	236	264
7693	134	373	190	235
7694	57	278	67	166
7695	111	201	116	142
7696	25	32	38	25
7697	29	96	54	87
7699	102	184	78	146
770	81	176	50	79
7700	30	93	39	52
7701	252	562	409	499
7702	174	224	238	250
7703	253	522	312	413
7704	413	5	732	4
7705	703	1337	795	1046
7706	1035	1791	1413	1795
7707	863	1422	1077	1265
7709	231	464	385	478
771	875	2530	1394	3257
7710	60	201	75	143
7711	20	60	35	63
7712	0	4	1	7
7716	1170	1763	1460	1547
7718	7	21	5	7
7726	0	1	0	1
7727	132	242	141	162
7728	127	269	192	206
773	44	126	99	112
7730	61	107	49	82
7732	40	51	25	16
7733	68	145	71	105
7737	117	187	192	189
7738	84	200	106	189
7739	97	144	121	173
774	1	2	2	1
7741	185	554	233	359
7743	230	399	238	387
7745	568	1170	661	930
7746	65	101	66	105
7748	119	274	147	180
775	739	2248	1402	2034
7750	982	1626	1457	1482
7752	84	135	105	120
7753	82	176	134	131
7754	12	46	31	37
7755	79	209	167	176
7756	1371	2420	2089	2244
7757	2	5	11	12
776	3	10	6	5
7760	132	335	288	374
7761	51	103	54	74
7762	44	61	51	40
7763	6474	5189	3942	3510
7764	519	792	539	617
7766	45	137	71	83
7767	42	77	55	61
7768	98	189	99	140
7769	158	419	182	293
777	0	0	0	1
7770	175	337	209	276
7771	108	175	161	164
7772	233	388	223	259
7773	52	117	65	96
7775	50	94	46	63
7776	169	387	247	353
7779	418	525	447	508
778	1	0	2	1
7780	0	0	1	0
7781	3	5	8	6
7782	187	264	201	241
7783	0	0	0	0
7784	49	62	7	12
7786	784	1727	1169	1490
7789	48	128	79	105
779	0	0	0	0
7791	7499	9216	10992	7407
7798	755	1687	1418	1682
7799	903	1406	1176	1109
780	1	2	0	0
7802	156	374	236	327
7803	1267	1655	1627	1675
7804	30	64	51	53
7805	5	2	3	4
780776	1	5	2	9
780851	1	1	1	21
780852	0	0	0	0
780853	0	0	0	0
780854	0	0	0	0
7809	0	0	0	0
781	419	1027	678	738
7812	11522	19671	12796	14850
7813	606	859	697	614
7818	815	1498	1055	1237
782	115	174	129	140
7827	0	0	0	0
783	897	161	796	86
7832	530	1131	761	1176
7837	7563	13567	9663	8618
784	687	1244	1244	1183
7840	181	498	246	402
7841	542	842	867	914
7844	828	881	739	834
7846	518	2871	1004	2844
7849	15	49	2	2
785	40	98	18	31
7850	3	2	3	1
7851	7	23	2	21
7852	0	0	0	0
7855	85	20	67	23
7857	88	107	44	27
786	0	0	0	0
7862	228	405	351	458
7866	168	346	262	263
7867	332	701	489	574
7869	636	2196	919	1765
7871	1092	1028	721	818
7873	444	740	739	752
7874	1215	1904	1585	1622
7879	5691	9806	6440	6981
788	236	379	300	304
7881	31	54	54	49
7884	522	728	719	690
78986	1	1	1	2
78987	634	1195	329	434
78988	167	358	266	313
78989	0	2	1	0
78990	34	79	31	54
78991	137	200	128	154
78992	315	769	448	633
78994	281	425	482	466
78995	15	25	25	27
78996	372	526	383	409
78997	1	2	0	5
78998	0	1	1	3
78999	111	181	497	277
790	655	1095	1254	1065
79000	6	11	2	7
79001	1545	2401	1703	2008
79002	901	1600	1588	1458
79003	182	302	254	294
79004	522	982	874	941
79005	191	322	222	238
79006	69	130	187	197
79007	81	209	71	83
79008	0	2	0	0
79009	578	1014	815	1009
79012	0	0	0	0
79015	7	22	5	6
79016	459	591	713	553
79017	101	213	183	203
79018	406	523	452	464
79019	2	4	6	13
79020	183	275	277	282
79022	344	717	324	505
79023	284	478	350	489
79025	4	14	5	7
79026	64600	98331	78213	81869
79027	884	1387	1123	1238
79029	85	117	125	115
7903	0	0	0	0
79031	86	122	137	98
79033	482	825	665	674
79034	193	313	268	339
79035	221	378	364	371
79036	855	1476	1259	1311
79037	30	81	41	72
79038	834	1502	1013	1314
79039	330	714	665	712
79041	40	55	30	48
79042	455	746	691	649
79047	18	104	272	348
79048	332	624	545	572
7905	2393	3602	2598	2651
79050	99	172	197	173
79053	264	434	340	380
79054	0	3	1	1
79056	7	1	4	4
79057	2	11	5	33
79058	119	257	204	203
79064	71	133	117	136
79065	1511	1971	1989	1758
79066	419	729	456	711
79068	762	1442	862	1096
79070	174	339	218	266
79071	103	186	185	166
79072	62	118	91	112
79073	1534	2093	2351	2071
79074	108	232	146	168
79075	32	55	101	118
79077	84	127	158	171
79078	60	145	85	126
79080	182	312	317	304
79081	222	351	353	353
79083	37	100	25	60
79084	372	475	541	433
79085	959	1736	1113	1331
79086	426	685	655	771
79087	254	529	481	622
79088	122	265	169	239
79089	610	1025	863	852
79090	113	115	143	126
79091	176	308	306	318
79092	33	46	50	53
79094	51	185	20	67
79095	246	458	477	564
790952	1	0	0	0
790955	59	110	149	136
79096	243	528	310	402
79097	0	0	2	0
79098	1	3	0	0
79100	0	0	0	0
79101	320	568	422	459
79102	746	1170	946	983
79104	6	15	15	21
79109	2123	3398	3137	3067
791114	0	0	0	0
791115	0	0	0	0
7913	2131	2882	2255	2386
79132	161	267	228	264
79133	68	127	90	96
79134	352	545	404	482
79135	41	87	78	90
79136	0	0	0	0
79137	1629	2794	2273	2709
79139	1092	1451	1574	1459
79140	28	94	50	69
79142	457	842	757	887
79143	677	1281	721	941
79144	1275	2724	2063	2253
79145	326	313	390	288
79147	411	493	526	390
79148	8	4	17	2
79149	25	37	33	28
7915	7	17	8	8
79152	0	0	0	0
79153	35	65	61	79
79154	18	27	37	35
79155	429	624	783	604
79156	431	519	812	583
79157	282	499	315	412
79158	2467	5350	1702	2757
79159	100	202	183	203
7916	0	1	45	37
79160	0	0	0	0
79161	239	270	314	305
79165	48	79	68	71
79166	0	0	0	0
79168	2	3	1	1
79169	89	117	131	148
7917	2	4	4	0
79170	0	1	2	3
79171	543	950	1022	914
79172	28	83	37	65
79173	5	13	12	14
79174	310	900	759	1144
79175	281	367	319	308
79176	19	28	30	30
79177	78	156	142	182
79178	154	407	195	335
7918	0	0	0	0
79180	337	478	602	503
79183	682	966	785	810
79184	322	441	345	394
79187	36	49	54	67
79188	2719	4306	3974	3412
7919	2	0	42	2
79190	4	1	0	1
79191	2	3	1	7
79192	0	0	0	0
7920	1	0	10	0
7922	0	0	0	0
79228	111	208	183	247
7923	0	0	0	0
79230	91	169	99	136
79258	0	2	1	0
79269	765	1028	903	943
79290	0	0	1	2
79295	0	0	0	0
793	1	3	2	1
79310	0	0	0	0
79315	0	0	0	0
79317	0	0	0	0
7932	0	0	0	0
79324	0	0	0	0
79339	0	1	0	0
79345	0	0	0	0
7936	0	4	1	3
79363	56	78	63	50
79364	478	723	687	686
79365	49	82	64	114
79366	88	119	55	63
79368	0	0	0	0
79369	4	1	4	2
79370	0	0	2	2
794	18	39	9	33
7940	0	0	0	0
79400	11	38	5	10
7941	0	0	0	0
79411	163	388	129	210
79412	0	3	3	0
79413	3	1	4	3
79414	152	248	241	244
79415	471	995	769	935
7942	31	71	66	101
79441	144	245	168	197
79442	69	130	81	111
79443	2233	4682	2638	5273
79444	0	0	0	0
79446	91	194	159	209
79447	211	528	362	520
79465	17	55	12	39
79469	7	15	8	12
79473	0	0	0	0
795	0	0	0	0
79501	0	0	0	0
79541	0	0	0	0
79544	0	0	0	0
7955	46	59	67	45
79567	1134	1687	1866	1729
79568	108	189	170	185
7957	88	117	122	116
79570	1	6	2	4
79571	394	706	509	607
79572	3096	4439	3595	4048
79573	213	205	151	155
79574	0	1	0	0
79575	175	377	303	318
79576	155	314	259	273
79577	747	980	864	863
79581	319	502	604	477
79582	145	240	157	247
79583	100	242	101	150
79585	163	207	206	180
79586	1956	3753	2535	2227
79587	454	679	866	693
79589	22	31	22	22
79590	271	474	559	489
79591	424	708	591	605
79594	518	828	648	734
79595	410	811	536	721
79596	214	352	291	313
79598	74	142	99	133
796	0	2	0	0
79600	452	919	493	690
79602	850	1186	1035	1072
79603	81	168	242	373
79605	19	195	37	267
79607	249	420	260	318
79608	3	3	4	2
79609	51	59	64	92
79611	433	628	396	570
79612	200	295	228	288
79613	147	241	204	231
79614	1782	1656	1451	718
79616	3	5	4	3
79618	84	214	108	223
79621	179	287	275	378
79622	165	334	211	256
79623	18	40	42	31
79624	489	660	582	608
79625	15	30	90	177
79626	0	2	2	2
79627	158	256	239	247
79628	45	69	16	15
79629	130	202	164	133
79630	155	287	90	125
79631	259	575	263	405
79632	2	14	9	15
79633	1934	2920	3265	2667
79634	262	570	348	523
79635	37	93	44	70
79637	98	183	142	146
79639	71	99	107	93
79640	575	1134	592	791
79641	148	238	164	162
79642	1067	1822	1248	929
79643	169	417	219	298
79644	123	147	198	167
79645	5	5	6	9
79646	227	481	362	530
79647	697	981	804	702
79648	167	308	171	269
79649	597	884	744	707
7965	109	179	184	162
79650	485	584	532	533
79651	15	64	41	62
79652	207	225	295	261
79654	672	1425	959	1242
79656	2	2	1	17
79657	131	254	322	366
79658	669	860	942	776
79659	1194	2177	1609	1748
79660	534	704	675	792
79661	79	97	165	112
79663	73	91	102	94
79664	462	715	615	632
79665	1072	1576	1071	1314
79666	147	179	164	158
79667	24	35	14	32
79668	130	322	279	329
79669	8	14	14	25
79670	1542	1041	1328	814
79671	311	622	286	392
79672	338	555	365	503
79673	167	315	157	250
79674	609	780	317	225
79675	88	176	141	159
79676	80	189	172	226
79677	490	713	772	692
79679	0	4	0	2
79680	281	419	305	329
79682	25	26	36	33
79683	73	186	158	242
79684	93	171	125	153
79685	1299	1651	1730	1668
79686	405	338	428	387
79689	1233	32	336	17
79690	235	538	475	699
79691	143	198	215	182
79692	84	186	127	183
79693	57	93	77	95
79694	344	468	408	469
79695	180	965	361	723
79696	16	46	15	40
79697	97	200	181	196
79698	0	0	0	0
79699	903	1420	1001	1161
797	0	0	0	0
79701	346	606	445	573
79703	73	102	54	66
79705	697	1304	1147	1220
79706	244	578	388	434
79707	200	370	321	378
79709	1191	1704	1935	1799
79710	575	1017	590	894
79711	256	583	574	702
79712	232	345	302	386
79713	30	31	75	23
79714	260	343	337	251
79716	420	642	745	576
79717	352	578	465	474
79718	1531	3041	1705	2301
79719	507	977	575	671
79720	313	522	476	624
79722	2	8	3	7
79723	74	116	106	143
79724	243	509	434	510
79725	40	89	46	64
79726	430	792	594	737
79727	0	0	0	0
79728	120	253	150	211
79729	74	208	61	154
79730	0	1	0	2
79731	114	237	161	192
79733	0	1	6	5
79734	153	278	231	275
79735	867	1385	1120	1137
79736	68	118	103	121
79738	518	747	562	592
79739	164	362	306	348
79740	0	0	0	0
79741	10	14	12	15
79742	0	0	0	0
79744	99	201	103	115
79745	1511	1602	1320	1411
79746	14	28	91	66
79747	0	0	0	0
79748	0	0	2	0
7975	418	523	626	468
79750	35	210	32	43
79751	172	230	249	251
79752	193	359	216	311
79753	254	379	309	291
79754	233	252	340	205
79755	0	1	1	0
79758	71	133	82	79
79759	170	350	340	282
7976	1	2	4	1
79760	108	158	151	154
79762	73	109	201	60
79763	185	398	332	413
79767	7	19	14	23
79768	213	255	281	315
79770	822	1213	1157	1076
79772	78	18	111	64
79774	52	63	66	72
79776	411	1092	509	862
79777	188	336	224	220
79778	361	1018	686	866
7978	137	177	118	135
79780	375	572	462	550
79781	16	66	5	28
79782	0	0	0	0
79783	193	226	292	230
79784	0	0	0	0
79785	1	0	0	0
79786	268	458	444	516
79788	32	71	18	59
79789	12	23	25	25
7979	503	841	669	700
79791	716	1256	1028	1080
79792	311	604	576	665
79794	378	486	407	452
79796	320	618	564	472
79797	109	232	162	194
79798	109	242	164	214
79799	0	0	0	0
7980	39	133	77	59
79800	135	343	147	253
79801	38	64	46	57
79802	2	11	5	6
79803	289	375	445	353
79804	0	1	1	0
79805	2	26	2	38
79807	111	181	146	185
79809	285	420	379	362
79810	106	222	103	174
79811	840	1283	1277	1230
79812	8	19	7	10
79813	470	977	790	929
79814	7	9	10	4
79815	353	788	406	552
79816	10	9	16	9
79817	62	14	72	15
79818	34	34	34	47
79819	69	133	54	72
7982	231	702	233	413
79820	1	0	0	0
79822	138	923	709	1762
79823	57	128	67	83
79825	0	1	0	1
79827	1479	3817	2780	3556
79828	319	530	464	465
79829	165	446	279	479
79830	159	266	155	223
79831	20	82	49	62
79832	591	1109	809	1148
79833	58	107	81	95
79834	6471	6834	9039	4994
79836	1	2	5	3
79837	296	469	335	466
79838	1	3	3	1
79839	27	73	61	107
7984	100	172	47	78
79840	135	260	193	236
79841	15	43	24	24
79842	49	107	70	76
79843	0	0	1	0
79844	13	23	7	13
79845	41	135	148	200
79846	179	148	167	142
79847	51	92	78	76
79848	231	503	342	412
79849	0	0	1	0
79850	215	389	332	353
79852	2	2	0	2
79853	52	77	2	1
79854	15	21	15	17
79856	9	16	21	27
79857	2	1	0	2
79858	55	265	104	271
79860	0	0	1	0
79861	0	0	0	0
79862	30	66	63	80
79863	141	279	237	218
79864	92	204	98	138
79865	0	0	0	0
79866	52	62	51	57
79867	248	412	222	260
79868	317	517	402	385
79869	797	1448	1109	1295
79870	31	120	15	60
79871	116	257	182	237
79872	358	525	337	408
79873	105	245	146	204
79874	205	433	337	437
79875	2251	6649	1509	3941
79876	426	967	635	893
79877	350	597	476	579
79879	25	46	27	38
7988	116	220	178	212
79882	807	1404	1026	1218
79883	178	445	137	136
79884	495	763	568	576
79885	237	377	268	348
79886	172	292	187	256
79887	26	42	29	48
79888	588	1018	1320	1541
79890	303	884	554	691
79891	93	222	95	125
79892	783	984	1123	989
79893	977	1688	1217	1260
79894	146	301	232	279
79895	497	1024	402	651
79896	34	93	40	88
79897	0	0	0	0
79898	23	104	50	51
79899	95	67	136	47
799	0	0	0	0
79901	23217	33008	21811	22629
79902	291	417	419	397
79903	351	727	459	600
79905	6	18	13	5
79906	18	47	34	50
79908	0	0	0	0
7991	839	1499	988	1426
79912	135	179	131	121
79913	48	97	78	93
79915	23	33	39	32
79917	8	20	9	20
79918	85	146	122	136
79919	0	0	0	0
79921	3830	1928	3454	1339
79922	49	57	61	47
79923	0	0	0	1
79924	18	160	14	128
79925	78	132	61	84
79927	0	0	0	0
79929	16	28	24	40
7993	123	178	158	164
79930	16	37	61	39
79931	0	1	0	3
79932	1249	2407	1475	1849
79933	5	4	5	2
79934	189	500	338	467
79935	1	5	6	6
79937	1	8	1	3
79939	851	1483	1015	1240
7994	666	1565	1079	1434
79940	15	31	30	22
79943	67	133	122	140
79944	51	100	60	71
79946	1	4	4	6
79947	494	813	562	638
79948	20	23	17	19
79949	0	1	0	2
79953	0	0	0	1
79954	301	532	505	541
79955	13	16	9	8
79956	525	612	488	507
79957	19	21	29	7
79958	0	1	1	0
79959	60	78	94	95
79960	1713	1246	2184	1020
79961	99	290	140	249
79962	12	37	16	32
79963	37	94	32	55
79966	407	639	386	488
79968	52	101	87	106
79969	0	0	0	0
79970	168	297	231	269
79971	2040	4222	2584	3808
79973	4	21	10	9
79974	2671	2316	1464	1094
79977	0	0	0	0
79979	138	301	167	298
79980	111	253	128	229
79981	0	0	0	0
79982	439	601	459	473
79983	0	0	0	0
79986	44	121	75	110
79987	51561	65718	43001	39164
79989	74	117	78	128
79990	180	423	452	434
79991	300	513	257	372
79992	7	19	17	29
79993	1	2	0	0
79998	34	52	55	59
79999	0	0	0	0
800	19431	20914	22713	16484
8000	1	8	1	12
80000	5	2	1	0
80003	266	780	285	536
80004	40	35	35	40
80005	750	1038	763	622
80006	169	384	199	273
80007	122	233	158	210
80008	0	0	0	1
8001	0	0	0	0
80010	91	161	112	155
80011	704	1221	810	958
80012	1096	1818	1426	1564
80013	391	654	457	499
80014	608	1040	876	892
80017	258	760	355	748
80018	282	458	375	381
80019	205	394	401	420
80020	262	609	385	690
80021	172	190	144	129
80022	91	139	171	158
80023	733	1556	954	1174
80024	686	897	742	578
80025	259	427	373	394
80028	532	649	628	592
80031	146	483	136	466
80032	0	1	1	0
80034	16	78	26	52
80035	2	8	7	8
80036	5	14	10	5
80039	1	9	10	15
80045	6	12	8	18
80054	1	5	0	9
80055	181	482	252	416
80059	0	0	0	0
80063	4	12	16	16
80067	260	469	357	352
80069	1	0	3	3
80070	0	0	0	0
80071	11	31	8	27
80072	17	35	10	20
80086	0	0	0	0
80094	1	1	4	1
80095	115	250	120	160
80097	268	487	524	504
80099	3	5	1	6
801	3263	4113	4245	3790
80108	16	46	20	26
80110	110	226	161	201
80111	0	0	1	0
80114	1651	3384	1581	2370
80115	26	19	16	28
80117	0	0	0	0
80119	67	149	125	101
80122	0	0	0	0
80124	526	736	645	635
80125	0	0	0	0
80127	114	175	121	153
80128	76	162	139	125
80129	83	147	45	54
8013	122	60	461	98
80131	39	81	66	68
80133	0	0	0	0
80135	260	380	330	386
80139	420	598	931	545
80142	238	457	435	486
80143	480	851	632	771
80144	17	51	32	8
80145	447	660	515	518
80146	510	779	576	517
80148	497	677	784	686
80149	75	152	168	159
80150	4	4	4	8
80152	363	788	704	714
80153	314	571	491	613
80154	2	0	3	1
80155	520	867	783	738
80157	0	0	0	0
80161	0	1	1	2
80162	315	490	637	496
80164	0	4	0	0
80167	64	118	81	89
80168	0	0	0	0
80169	149	302	164	212
80173	233	368	210	238
80174	44	91	65	68
80176	487	665	721	1054
80177	0	2	3	0
80178	6	14	9	17
80179	183	295	352	325
80183	174	436	226	479
80184	361	754	348	504
80185	72	139	151	136
8019	465	744	666	703
80194	115	220	161	197
80195	221	375	210	256
80196	293	429	462	431
80198	333	480	479	475
80199	161	280	240	245
80201	1	2	2	2
80204	837	1443	1092	1287
80205	977	1507	1593	1432
80206	2206	4320	2184	2114
80207	322	615	449	486
80208	1101	2099	1593	1986
80209	346	608	426	486
8021	745	1304	919	1158
80210	864	787	300	349
80212	806	1437	1023	1284
80213	345	634	482	497
80215	0	0	0	0
80216	329	736	357	535
80217	4	5	2	4
80218	1572	2276	2117	2486
80219	380	596	416	490
8022	0	0	1	0
80221	214	384	337	317
80222	171	347	277	340
80223	1839	1313	1111	458
80224	139	295	181	220
80227	208	339	226	292
80228	384	1035	471	784
80230	744	1290	880	1104
80231	0	0	0	0
80232	2708	4012	3229	3383
80233	262	656	385	623
80235	107	146	238	199
80237	47	85	62	89
80243	15	66	20	43
80254	371	637	506	547
80255	1342	1310	1151	1105
80256	378	825	619	776
80258	31	34	36	25
80262	199	332	242	309
80263	50	272	46	224
80264	90	121	94	84
80267	1356	1620	1556	1402
8027	561	1088	687	855
80270	204	336	395	432
80271	524	508	822	472
80273	175	281	296	255
80274	23	15	164	102
80279	864	1522	1340	1412
8028	332	562	536	557
8029	16	60	12	51
80298	181	235	301	196
8030	951	1585	1482	1507
80301	4026	8622	5791	5724
80303	5	0	0	0
80304	153	242	211	246
80305	234	437	523	416
80306	445	603	523	506
80307	80	172	68	85
80308	185	309	314	275
80309	0	0	0	0
8031	2577	4394	3433	4319
80310	2404	2694	1383	2017
80311	183	269	221	252
80312	31	120	68	74
80313	96	283	131	228
80314	210	455	289	346
80315	366	561	452	560
80316	0	0	0	0
80317	45	139	55	101
80318	11	32	26	21
80319	0	0	0	0
80320	0	0	1	5
80321	201	278	200	201
80323	99	50	73	43
80324	74	117	186	100
80325	660	804	876	728
80326	0	0	0	0
80328	10	21	12	7
80329	30	74	16	24
80331	872	1461	1143	1263
80332	3319	7880	7862	8563
80333	9	31	13	19
80335	1581	2669	2189	2527
80336	106	253	290	269
80339	42	84	149	149
8034	134	209	169	181
80341	0	0	0	0
80342	5	8	5	8
80343	2	4	0	0
80344	766	1134	1016	1050
80345	19	29	16	30
80346	147	178	242	224
80347	594	942	833	828
80349	309	596	430	543
80350	3	3	10	1
80351	1358	2470	1928	2738
80352	0	0	0	0
8036	753	892	876	823
8038	373	2491	425	1767
80380	227	609	368	464
80381	1318	2697	2102	2954
8045	48	41	35	23
8048	0	0	0	0
805	4407	7589	4333	4997
8050	312	574	374	486
8061	103	343	182	308
8065	626	995	717	796
80700	1761	3108	2528	2790
80704	34	35	91	33
80705	20	37	21	25
80709	251	872	336	650
80712	0	0	0	0
80714	8	14	7	10
80723	180	177	230	153
80724	309	630	417	518
80725	0	0	0	0
80726	28	74	22	55
80727	767	2459	1394	3057
80728	43	87	66	86
8073	2824	3987	3734	3317
80731	0	0	0	0
80736	0	0	0	0
80737	0	0	0	0
80739	0	0	0	0
8074	0	0	0	0
80740	0	0	0	0
80741	0	0	0	0
80742	0	0	0	0
80745	72	142	117	173
80746	117	134	163	114
80755	173	360	290	351
80757	13	25	43	38
80758	11	33	24	23
80759	20	64	48	59
